comment,label
vishesh  c present,irrelevant
thankssss,irrelevant
kon kon iss video ko  main dakhega to like kro na,irrelevant
chura ka dil mera carnot engine la chala,irrelevant
dosto donation kor karna chahta h,irrelevant
who is watching this video in corona time hit like,irrelevant
youtube  and the most funny yet hardworking teacher award goes to mr alakh pandey aka physics wallahsubscribers  yaiiiiiiii,irrelevant
sir aapka gloves wala duster kidhar gaya,irrelevant
thank you sir nii,irrelevant
thanku i beaded this video,irrelevant
ohh literally i am in st marys school  what a coincidence,irrelevant
sir you are the best in whole youtube,irrelevant
pw series yaad aa gyi,irrelevant
sir todays my birthday,irrelevant
sir ji aap ka tattoo masaallah mm,irrelevant
kiiiii,irrelevant
aap k jhumkay kpron say match nhin kr rhay,irrelevant
mam you have cleared all my doubtsthank you,irrelevant
kitne loge channel band karne ke,irrelevant
vote for,irrelevant
ye kon h,irrelevant
who else watching the same in,irrelevant
einstein at,irrelevant
aaj mera paper haiaur main aaj  baje uth ke mam ke lecture dekh raha hudekhte hai paper kaisa jata hai,irrelevant
how many of you done homework,irrelevant
how many sri chaitanya and narayana cllg students are here,irrelevant
best teacher award goes to you,irrelevant
bandri,irrelevant
ultra legends are watching in september,irrelevant
gjjjbbbb,irrelevant
suprabhat mam,irrelevant
shanti fan band ho gya,irrelevant
medical studentslikenon medical studentscomment,irrelevant
hear carefully at  the sound message whistle who hear like,irrelevant
sirs lecture can be compared to that of his neet umeed series  both are equally the best,irrelevant
hello bachoon,irrelevant
wowbest advise,irrelevant
wah sir  dislikehats of to your efforts,irrelevant
how many students like alakh pandey sir,irrelevant
mind blowing teaching method,irrelevant
who else notice the voice at,irrelevant
th unlike is done by me,irrelevant
sir kya padh rahe ho comments mein,irrelevant
thank you sir it means a lot to mee,irrelevant
me watching in  september,irrelevant
anyone watching this is,irrelevant
sir maree bhi raat hai,irrelevant
mat maan meme time,irrelevant
legend are watching this before  day of exam,irrelevant
who is like me who didnt studied anything the whole year and one day before exam watching this videos,irrelevant
but i am very sorry about that,irrelevant
even today i study from his  year old videos,irrelevant
ab boss aayabossye sab to thik hai ye batao displacement kitna hua,irrelevant
padhai to ab halwa ban raha h,irrelevant
magar koi chehra kya tumne padha hai padha hai meri jaa najar se padha hai bata mere chehre pe kya kya likha hai,irrelevant
add add add,irrelevant
bro i am in  class and my tution teacher n mujhe ye blood circulation m hi sikha diya and today is my test so i came here to revise it and u studying this neet,irrelevant
mam dubli ho gyi hainplease gain the weight again,irrelevant
liquid will rise to the top  change its meniscus and contact angle contact angle will start becoming equal to,irrelevant
who is here in may,irrelevant
kaun kaun th k student abhi vector pdhne aaye h kyuki mai aai hu,irrelevant
you are great sir ll,irrelevant
whos here for session,irrelevant
sir yo yo,irrelevant
i got answer three divided by under root nineteen,irrelevant
you have that power by which you change lead into diamondyou are the best sirthank you so much,irrelevant
well i did that last ques right,irrelevant
may almighty bless you with everything you desire  you are awesome sir,irrelevant
its a november   but still these videos are gem for neetiit aspirants,irrelevant
sirs english accent is hilarious,irrelevant
my exam is today and i study before hr of exam,irrelevant
physics is fun,irrelevant
anyone here who loves pw so much than ipl,irrelevant
better then sir saluhdin who diidnt know physics,irrelevant
sirs voice sound effects are better than tony kakkars songs,irrelevant
south indian film wale be like are we joke to you,irrelevant
le me watching this in,irrelevant
i am from class  here,irrelevant
luv your lectures you need to be acknowledged nationwide for your beautiful explanations,irrelevant
yaar manoj ke pass koi kaam nahi hai kya,irrelevant
from prayas betch,irrelevant
sir dahdi to banalo gabbar lag rhe ho,irrelevant
you are really a genius maam,irrelevant
vedio starts from,irrelevant
sir you are really awesome and appreciate person sir,irrelevant
koi bhi video start karne sai pehle vedantu add  add raat liya hai,irrelevant
legends ultra pro max are watching this video in march,irrelevant
galatise apke pass chalagayasorry,irrelevant
kon kon school se pahale lockdown mai dekh rha hai hit a like,irrelevant
chilati kitna hai,irrelevant
driving lessons with physics wallah,irrelevant
i am improving and i will improve,irrelevant
sir mene appke lite byju vaalo ko mna kar dia you are best sir i love you,irrelevant
mubarak ho sir,irrelevant
background sound of birds indirectly showing his efforts for us,irrelevant
tk yo so y ot e e eete to i tis te,irrelevant
see thissee this,irrelevant
answer to last question is  m,irrelevant
ans  cms,irrelevant
kon kon is lecture ko  me dekh rahe hai,irrelevant
right hand side,irrelevant
technical guru mein kya krun job chor dunjpg,irrelevant
kaha ho sir,irrelevant
alakh sir aap plz chemistry ke chapters ke bhi video jaldi upload kigiye redox reactions ka,irrelevant
hey sabko yeh pta he koi gadha to nhi betha ekdam thats line omg make me too crazy i laugh so madly,irrelevant
unacademy jee  sameer chincholikar sir and physics and chemistry  alakh pandey sir,irrelevant
when u teach just focus on teaching,irrelevant
question  question,irrelevant
where have you studied,irrelevant
fantastic,irrelevant
best person for physics in world,irrelevant
students who are coming before periodic test,irrelevant
ghost sound students,irrelevant
me watching this video in  whose th result is not displayed yet,irrelevant
thanks for the video maam,irrelevant
lecture new is therebest ever than new too,irrelevant
desh ki educated girls yeh yaad rakhen ki human body aisi bani hai ki art me lancet ki report hai to  toh  educated girls dhyan rakhen ki wo apne se kam se kam  to  years bade guys ko hi apna boyfrnd banaye  aur contraceptives ka use me focus kren,irrelevant
whos from,irrelevant
haha sir thumbnail mein chote bacche ki tarah dikh rahe hai,irrelevant
congrats for m subscriber sir,irrelevant
tatti explanation,irrelevant
sir ke pehle solve kisne kisne kiyahit like,irrelevant
polar representation concept,irrelevant
sir aisi mast tshirts kaha se late ho,irrelevant
hi  please apna comment krea,irrelevant
welcome sir or mam,irrelevant
bs aap hi shara ha ek yeeeee ijjat hogi hahahahahhhahaah thank u sir sachi me yooooooo,irrelevant
studying at iit kgp remembering the days i studied from him,irrelevant
sir aap bhi lagta hai ki kota se padh ke aye hai,irrelevant
gjb guru ji,irrelevant
surajmukhi aunty ya uncle,irrelevant
sir ke tshirt pe jo likha hai kisane kisane padha like,irrelevant
east or west pw is the best,irrelevant
i was watching at x speed and i made it normal so that i could hear it betterlol,irrelevant
watch from  in x speed,irrelevant
sir it is h,irrelevant
t  s,irrelevant
are sir yeh zamaana sochta hai english bolne waale cool hai aur maatri bhashs bolne waale bewakoof ganwaar hai isliye jitna yeh hinglish wala locha hota rehta hai,irrelevant
boycott aakash,irrelevant
the dead legend is back and will be forever,irrelevant
kya smjaya hai ahahahaa,irrelevant
im preparing for jee,irrelevant
sir i am very grateful to you thanks a lot,irrelevant
plz share your contact no my whatsapp no is,irrelevant
v  v,irrelevant
kya likha sir tshirt pe ekdum jabardastmujhe bht pasand aaya wow speechlessssss,irrelevant
sir u are anand kumar for us,irrelevant
thank you magnet brains,irrelevant
sir you are brilliant,irrelevant
sir me koi bhi  me coaching nhi le rha hu physics and chemistry sirf ap se padha rha hu aur class  me lakshya batch join krungathank sir for this good platform,irrelevant
pro legends are watching in feb,irrelevant
who is studying after result,irrelevant
mja aa gya sir,irrelevant
dont shvae,irrelevant
herbivoruscarnivorus,irrelevant
i have to cont,irrelevant
sir k cab nahi aata kya,irrelevant
memes be like if you studied by a person with a white boardhandglove in one hand and a smiling face then your childhood was awesomehit like if agree,irrelevant
mast lag rahe ho sir,irrelevant
alakh pandey sir is equal to dc pandey sir,irrelevant
friends can anyone tell me who is the best maths teacher for  iit as like alakh sir plz,irrelevant
you are not the only one watching in,irrelevant
ultra legends watching this video in july,irrelevant
we love u,irrelevant
sir koi band do krke dikhae sir hm log ke rehte aapka channel band nhi ho sakta u r making future of lakhs of student we wholeheartedly support u sir in every way who all are with alakh sir like me hit a like,irrelevant
mam plz,irrelevant
sir nowadays ki jo generation ha na vo falutu ki things jese ki carryminati and vilogs and gaming and many thing inko mto subscrib ker dete ha jo matalab gayan ki baate batate ha jo apana pura samarapad baccho ke future ke liye de dete ha unako to koi pucheta bhi nahi ha yahi aaj kal ki generation ha faluto ki chijo me apana time weast ker reha ha bacche pata nahi jese ki carry minati ka chenal ha us per lagbhag  million subscribe ha but vo koi gayan ki baate nahi de raha ha us ko bhi log subscribe ker raha ha jo men apana pura samarapad baccho ke hit me laga raha ha usako to koi subscribe nahi ker raha ha so sad koi esaka galet arth mat nikalana plz,irrelevant
bhaiya aap ka ghar kaha hai,irrelevant
visit for best concept of vector throuh very interesting story httpsyoutubeokphanbdpy,irrelevant
yes im watching in  and pubg is banned now,irrelevant
koi nahin hai takkar mein alakh sir hai dangal meinyo yo,irrelevant
i came here to revise my fluid mechanics but sir you also helped me in dealing with problems of my personal life,irrelevant
sir humanity ka v class laiea na,irrelevant
sabhi log is bar man laga ke pad ho or apni life banao if yes hit the like button,irrelevant
mins answer ms,irrelevant
finally i completed this chapter,irrelevant
atlast video aa gayi dostoour sir and his team is great,irrelevant
awesomeness,irrelevant
aapki gloves ka colour black h ya ink rub krke black hogya,irrelevant
wonderfulllllll,irrelevant
sir kya aap college ke time me bhi beard badate the kya,irrelevant
mera nhi hua,irrelevant
aap ke paas chauhan sir ki guide hai kya,irrelevant
who is watching the video in,irrelevant
funniest partr se r mar gaya,irrelevant
sir we are not giving you moneybut we are giving you our most precious item that is time and we know that time spent on your videos is not a waste,irrelevant
a legendary utuber who says skip his own video if its not necessary to watch full,irrelevant
by  you will feel good qwality of sound best luck enjoy full vedio,irrelevant
most interesting part,irrelevant
answer for comment answer is vnot,irrelevant
kis kis ko alakh sir acche lagte h,irrelevant
khaaan se ho sir aap kyuke mai ojha hu,irrelevant
sir u are wonderful maine jitna vi deo lectures dkha usme aapka best haind agr mai neet qualify kr lti hoon then one of the reason will be urs video lectures,irrelevant
sir au dae lag raha ho,irrelevant
maine to ise exam hall me dekha tha,irrelevant
legends are watching in x before  day of exam,irrelevant
its october legends are here now coz exams are in november,irrelevant
prr ye round to hell vale manoj bhai hai,irrelevant
i follow unacademy sameer sir for maths hes really goodyou must give it a shot,irrelevant
